Page URL,Content Type,Match Detail,Context
https://www.uagc.edu/military,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/military,Phrase,classes last,"ams may not be available in all states. † Not applicable for non-degree seeking students. Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/military/admissions/general-education-mobile,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. Learn More Credit for Military Experience"
https://www.uagc.edu/military/admissions/general-education-mobile,Phrase,classes last,"accommodations including watching a recorded session. We're Here to Serve You Accelerated Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/military/admissions/au-abc-gem,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. Learn More Credit for Military Experience"
https://www.uagc.edu/military/admissions/au-abc-gem,Phrase,classes last,"addition to your CCAF associate degree. Apply Now We're Here to Serve You Accelerated Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees/doctoral/education,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees/doctoral/education,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/blog/what-does-it-mean-be-military-focused-college?chat=default,Phrase,Doctoral capstone,"ities, features, system configurations, hardware, and software outlined in the Catalog. **Doctoral capstone, planning and project classes are 9 weeks. †The transferability of cred"
https://www.uagc.edu/partnerships/corporate/bright-horizons,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^^ The transferability of credits is subj"
https://www.uagc.edu/partnerships/corporate/bright-horizons,Phrase,classes last,"ional restrictions may apply. See the UAGC Academic Catalog for full transfer policies. ^ Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/success/degree/master-human-resource-management-v5,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/success/degree/master-human-resource-management-v5,Phrase,classes last,"duate’s application to sit for any exam for the purposes of professional certification. * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/success/degree/ba-health-human-services-v5,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/success/degree/ba-health-human-services-v5,Phrase,classes last,"h the University of Arizona Certain degree programs may not be available in all states. * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/catalog/general-academic-info-policies/general-academic-policies,Phrase,Doctoral capstone,ime. An undergraduate course lasts five (5) weeks. A graduate course lasts six (6) weeks. Doctoral Capstone Seminar and Dissertation/Applied Doctoral Project courses are nine (9) w
https://www.uagc.edu/online-degrees/doctoral/human-services,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees/doctoral/human-services,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees?chat=default,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees?chat=default,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees?page=1,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees?page=1,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees?page=2,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees?page=2,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees?page=3,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees?page=3,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees?page=5,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees?page=5,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees?page=0,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees?page=0,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees/phd-doctorate/human-services,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees/phd-doctorate/human-services,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees-v8?chat=default,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees-v8?chat=default,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees-v8?page=0,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees-v8?page=0,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees-v8?page=1,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees-v8?page=1,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees-v8?page=2,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees-v8?page=2,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees-v8?page=5,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees-v8?page=5,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees-v8?page=3,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees-v8?page=3,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/online-degrees/phd/organizational-leadership,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. test The University of Arizona Global Cam"
https://www.uagc.edu/online-degrees/phd/organizational-leadership,Phrase,classes last,"raduate Student How to Transfer College Credits Should I Go Back to School as an Adult? * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/academic/arizona-western-college,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/gila-community-college,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/western-wyoming-community-college,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/tuition-financial-aid/tuition-assistance?chat=default,Phrase,Doctoral capstone,"guidance, as well as for cheering you on as you move through your education journey. * Doctoral capstone, planning and project classes are 9 weeks in length. test College Credit"
https://www.uagc.edu/partnerships/corporate/bright-horizons-payment-option-breakdown,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^^ The transferability of credits is subj"
https://www.uagc.edu/partnerships/corporate/bright-horizons-payment-option-breakdown,Phrase,classes last,"ional restrictions may apply. See the UAGC Academic Catalog for full transfer policies. ^ Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/golden-key,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/partnerships/corporate/golden-key,Phrase,classes last,"h the University of Arizona Certain degree programs may not be available in all states. * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/southwest,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/partnerships/corporate/southwest,Phrase,classes last,"h the University of Arizona Certain degree programs may not be available in all states. * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/tuition-financial-aid/education-partnerships/alpla,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/tuition-financial-aid/education-partnerships/alpla,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/smud,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/smud,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/tuition-financial-aid/education-partnerships/hdsupply,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/tuition-financial-aid/education-partnerships/hdsupply,Phrase,classes last,"h the University of Arizona Certain degree programs may not be available in all states. * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/common-spirit,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/common-spirit,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/farmers,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/farmers,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/academic/eastern-arizona-college,Phrase,Doctoral capstone,"uated to determine the credits that will officially apply toward a UAGC degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/northland-pioneer-college,Phrase,Doctoral capstone,"uated to determine the credits that will officially apply toward a UAGC degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/dallas-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/rio-salado-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/chandler-gilbert-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona G"
https://www.uagc.edu/partnerships/academic/uma?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/scottsdale-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/south-mountain-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/phoenix-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/glendale-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/gateway-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/estrella-mountain-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/paradise-valley-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/mesa-community-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/phi-theta-kappa?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/corporate/edward-jones,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/edward-jones,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/t-mobile,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/t-mobile,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/walgreens,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. The University of Arizona Global Campus ,"
https://www.uagc.edu/partnerships/corporate/walgreens,Phrase,classes last,"ated to determine the credits that will officially apply toward a UAGC degree program. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/usps,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/partnerships/corporate/usps,Phrase,classes last,"h the University of Arizona Certain degree programs may not be available in all states. * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/head-start,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/partnerships/corporate/head-start,Phrase,classes last,"h the University of Arizona Certain degree programs may not be available in all states. * Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/carrington-holding,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/carrington-holding,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/jbhunttransport,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/jbhunttransport,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/munich-re-americas,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/munich-re-americas,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/corporate/banner-health,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/banner-health,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/academic/central-texas-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/maricopa-community-colleges?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/temple-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/academic/cochise-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/partnerships/corporate/cdw,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ^ The transferability of credits is subje"
https://www.uagc.edu/partnerships/corporate/cdw,Phrase,classes last,"ble in all states. * Full Tuition Grant is not available for doctoral degree programs. ** Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
https://www.uagc.edu/partnerships/academic/central-arizona-college?chat=default,Phrase,Doctoral capstone,"that will officially apply toward a University of Arizona Global Campus degree program. † Doctoral capstone, planning and project classes are 9 weeks. The University of Arizona Glo"
https://www.uagc.edu/military?chat=default,Phrase,Doctoral capstone,"s last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 weeks for doctoral capstone, planning and project classes. ** The transferability of credits is subj"
https://www.uagc.edu/military?chat=default,Phrase,classes last,"ams may not be available in all states. † Not applicable for non-degree seeking students. Classes last 5 weeks for undergraduate programs, 6 weeks for graduate programs, and 9 week"
